MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,HouseAge
80,RL,70.0,7910,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,Hip,CompShg,BrkFace,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1075,GasA,Gd,Y,SBrkr,1507,0,0,2,0,4,1,TA,Maj1,0,,Basment,Unf,1,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,8,WD,Normal,127000,48
90,RL,,18890,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,Shed,CompShg,Plywood,Plywood,,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,Rec,1361,GasA,Ex,Y,SBrkr,2620,0,0,2,2,4,2,TA,Typ,1,TA,BuiltIn,RFn,2,TA,TA,N,155,24,145,0,0,0,,,Gar2,8300,8,WD,Normal,190000,30
90,RL,70.0,7728,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1106,GasA,TA,Y,SBrkr,1190,1,0,1,0,3,1,TA,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,18,0,0,0,0,,GdWo,,0,5,WD,Normal,132500,44
90,RL,70.0,9842,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,Slab,,,,,,0,GasA,TA,Y,SBrkr,1224,0,0,2,0,2,2,TA,Typ,0,,CarPort,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,3,WD,Normal,101800,45
20,RL,,12160,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1188,GasA,Fa,Y,SBrkr,1188,1,0,1,0,3,1,TA,Typ,0,,Attchd,RFn,2,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,5,COD,Abnorml,142000,51
70,RH,55.0,8525,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,Av,Unf,Unf,940,GasA,TA,N,FuseA,1964,0,0,1,1,4,1,TA,Typ,0,,,,0,,,N,0,192,0,0,0,0,,,,0,11,WD,Abnorml,130000,97
70,RL,96.0,13132,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,Unf,747,GasA,Gd,Y,FuseF,1784,0,0,1,1,4,1,TA,Typ,0,,Detchd,Unf,1,Fa,Fa,N,203,40,0,0,0,0,,,,0,7,WD,Normal,138887,92
160,RL,36.0,2628,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,764,GasA,Ex,Y,SBrkr,1626,0,0,2,1,2,1,Gd,Typ,0,,BuiltIn,RFn,2,TA,TA,Y,0,27,0,0,0,0,,,,0,6,WD,Normal,175500,7
60,RL,41.0,12393,Pave,,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,847,GasA,Ex,Y,SBrkr,1948,0,0,2,1,4,1,Gd,Typ,1,Gd,BuiltIn,Fin,2,TA,TA,Y,100,48,0,0,0,0,,,,0,9,WD,Normal,195000,2
20,RL,63.0,13072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1141,GasA,Ex,Y,SBrkr,1141,0,0,1,1,3,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,3,WD,Abnorml,142500,1
20,RL,64.0,9037,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1476,GasA,Ex,Y,SBrkr,1484,0,0,2,0,2,1,Ex,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,120,33,0,0,0,0,,,,0,12,WD,Normal,265900,1
60,RL,65.0,8158,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,884,GasA,Ex,Y,SBrkr,1768,1,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,0,63,0,0,0,0,,,,0,7,WD,Normal,224900,5
20,RL,83.0,9849,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1689,GasA,Ex,Y,SBrkr,1689,0,0,2,0,3,1,Gd,Typ,0,,Attchd,RFn,3,TA,TA,Y,0,56,0,0,0,0,,,,0,6,New,Partial,248328,0
85,RL,85.0,10625,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,LwQ,1053,GasA,TA,Y,SBrkr,1173,1,0,2,0,3,1,Gd,Typ,2,TA,Attchd,RFn,2,TA,TA,Y,0,120,0,0,0,0,,MnPrv,,0,1,WD,Family,170000,36
20,RL,107.0,13891,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,Gable,CompShg,VinylSd,VinylSd,,,Ex,TA,PConc,Ex,Gd,Gd,GLQ,Unf,2076,GasA,Ex,Y,SBrkr,2076,1,0,2,1,2,1,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,216,229,0,0,0,0,,,,0,9,New,Partial,465000,0
70,RL,,11435,Pave,,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1950,Gable,CompShg,BrkFace,Stucco,,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,792,GasA,Fa,Y,SBrkr,1517,0,0,1,0,3,1,Gd,Typ,2,Gd,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,6,WD,Normal,230000,77
80,RL,78.0,12090,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,585,GasA,Ex,Y,SBrkr,1868,0,0,3,1,3,1,TA,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,268,112,0,0,147,0,,,,0,1,WD,Abnorml,178000,23
60,FV,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,756,GasA,Ex,Y,SBrkr,1553,0,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,0,45,0,0,0,0,,,,0,3,New,Partial,186500,1
80,RL,,12328,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,1012,GasA,TA,Y,SBrkr,1034,1,0,1,0,3,1,TA,Typ,0,,Attchd,Unf,3,TA,TA,Y,0,0,0,0,0,0,,,,0,5,WD,Normal,169900,34
75,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,735,OthW,Fa,N,SBrkr,2058,0,0,1,1,3,1,TA,Typ,1,Gd,Detchd,Unf,2,Fa,Fa,P,0,0,259,0,0,0,,,,0,4,WD,Normal,129500,91
20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,876,GasA,TA,Y,SBrkr,988,0,0,1,0,3,1,TA,Typ,0,,Attchd,Unf,1,TA,TA,Y,0,80,0,0,0,0,,,,0,5,WD,Normal,119000,57
20,RL,93.0,11160,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,Hip,CompShg,BrkFace,BrkFace,,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,2110,GasA,Ex,Y,SBrkr,2110,1,0,2,1,3,1,Ex,Typ,2,TA,Attchd,Fin,2,TA,TA,Y,0,0,0,0,0,0,,,,0,4,WD,Normal,244000,42
120,RL,,3136,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1405,GasA,Ex,Y,SBrkr,1405,0,0,2,0,2,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,148,36,0,0,0,0,,,,0,3,WD,Normal,171750,3
20,RL,62.0,9858,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,864,GasA,TA,Y,SBrkr,874,1,0,1,0,3,1,TA,Typ,0,,Attchd,RFn,1,TA,TA,Y,33,0,0,0,0,0,,GdWo,Shed,600,11,WD,Normal,130000,41
60,RL,,17542,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,2003,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,ALQ,1192,GasA,TA,Y,SBrkr,2167,1,0,2,1,3,1,Gd,Typ,2,Gd,Attchd,RFn,2,TA,TA,Y,220,47,0,0,0,0,,MnPrv,,0,7,WD,Normal,294000,33
60,RL,60.0,6931,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,746,GasA,Ex,Y,SBrkr,1656,0,0,2,1,3,1,Gd,Typ,1,Gd,BuiltIn,Fin,2,TA,TA,Y,178,128,0,0,0,0,,,,0,7,WD,Normal,165400,5
50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,Unf,884,GasA,TA,Y,FuseA,1367,0,0,1,0,3,1,TA,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,0,0,0,0,120,0,,,,0,11,WD,Normal,127500,76
20,RL,91.0,14303,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1986,GasA,Ex,Y,SBrkr,1987,1,0,2,0,2,1,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,262,36,0,0,0,0,,,,0,8,WD,Normal,301500,14
30,RL,56.0,4060,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,Fa,TA,No,Unf,Unf,864,GasA,Ex,Y,SBrkr,864,0,0,1,0,2,1,TA,Typ,0,,,,0,,,Y,0,96,0,0,0,0,,,,0,7,WD,Normal,99900,87
80,RL,59.0,9587,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,856,GasA,Ex,Y,SBrkr,1166,1,0,2,0,2,1,Gd,Typ,0,,Attchd,Fin,2,TA,TA,Y,212,0,0,0,0,0,,,,0,7,WD,Normal,190000,3
20,RL,65.0,9750,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,1054,GasA,Gd,Y,SBrkr,1054,1,0,1,1,3,1,TA,Typ,0,,Attchd,Unf,2,TA,TA,Y,180,0,0,0,80,0,,,,0,7,WD,Normal,151000,39
60,RL,,24682,Pave,,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,841,GasA,Ex,Y,SBrkr,1675,0,0,2,1,3,1,TA,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,0,103,0,0,0,0,,,,0,6,WD,Normal,181000,10
20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1050,GasA,Gd,Y,SBrkr,1050,0,0,1,0,2,1,TA,Typ,0,,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,6,WD,Normal,128900,53
50,RL,,11250,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1989,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Av,Unf,Unf,1104,GasA,Ex,Y,FuseA,1788,1,0,1,0,5,1,TA,Min2,2,TA,Attchd,Unf,1,TA,TA,Y,120,0,0,0,0,0,,,,0,11,WD,Normal,161500,52
70,RL,60.0,13515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,764,GasA,Ex,Y,FuseA,1824,0,0,1,0,3,1,TA,Typ,1,Gd,Detchd,Unf,2,TA,TA,N,0,0,126,0,0,0,,GdPrv,,0,7,WD,Normal,180500,88
120,RH,34.0,4060,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1999,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1405,GasA,Ex,Y,SBrkr,1337,1,0,2,0,2,1,Gd,Typ,0,,Attchd,Fin,2,TA,TA,Y,144,68,0,0,0,0,,,,0,8,COD,Abnorml,181000,10
160,FV,35.0,3735,Pave,,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,691,GasA,Ex,Y,SBrkr,1452,1,0,2,1,3,1,Gd,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,34,0,0,0,0,,,,0,3,WD,Normal,183900,7
190,RM,60.0,10120,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1950,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,Fa,TA,CBlock,TA,TA,No,Unf,Unf,925,GasA,TA,N,FuseF,1889,0,0,1,1,4,2,TA,Typ,1,Gd,Detchd,Unf,1,TA,TA,N,0,0,264,0,0,0,,MnPrv,,0,1,WD,Normal,122000,97
20,RL,89.0,13214,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2009,Hip,CompShg,Stucco,CmentBd,,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,2002,GasA,Ex,Y,SBrkr,2018,0,0,2,0,3,1,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,144,76,0,0,0,0,,,,0,5,WD,Normal,378500,2
50,RL,,14100,Pave,,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,Unf,728,GasA,Ex,Y,SBrkr,3447,0,0,3,1,4,1,Gd,Typ,2,Gd,BuiltIn,Unf,3,TA,TA,Y,314,12,0,0,0,0,,GdWo,,0,5,WD,Normal,381000,73
50,RL,78.0,11344,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,874,GasW,TA,Y,FuseA,1524,0,0,1,1,3,1,TA,Typ,0,,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,7,WD,Normal,144000,49
40,RL,,23595,Pave,,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,Shed,WdShake,Plywood,Plywood,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1332,GasA,TA,Y,SBrkr,1524,2,0,0,1,0,1,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,268,0,0,0,0,0,,,,0,4,WD,Normal,260000,31
20,RL,,9156,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1489,GasA,Gd,Y,SBrkr,1489,0,0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,0,0,0,0,0,,,,0,8,WD,Normal,185750,41
20,RL,,13526,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,935,GasA,TA,Y,SBrkr,935,1,0,1,0,3,1,TA,Typ,0,,Attchd,Unf,1,TA,TA,Y,180,0,0,0,0,0,,MnPrv,,0,11,WD,Normal,137000,41
80,RL,124.0,11512,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1019,GasA,Gd,Y,SBrkr,1357,1,0,1,0,2,1,Ex,Typ,1,Gd,Basment,RFn,1,TA,TA,Y,0,0,0,0,163,0,,GdPrv,,0,5,WD,Normal,177000,49
50,RL,53.0,5362,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,2003,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,661,GasA,Ex,Y,SBrkr,1250,0,0,2,0,3,1,TA,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,242,0,81,0,0,0,,,,0,11,WD,Normal,139000,97
90,RL,95.0,11345,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,928,GasA,Gd,Y,FuseA,1920,0,0,2,0,4,2,TA,Typ,0,,Detchd,Unf,2,TA,Fa,Y,0,0,0,0,0,0,,,,0,7,WD,Normal,137000,59
60,RL,,12936,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,Unf,723,GasA,TA,Y,SBrkr,1395,0,1,1,1,3,1,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,294,116,0,0,0,0,,,,0,12,WD,Normal,162000,37
80,RL,,17871,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,1680,GasA,Fa,Y,SBrkr,1724,1,0,1,1,3,1,TA,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,0,0,0,0,0,,,,0,6,WD,Normal,197900,42
60,RL,75.0,9473,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1128,GasA,Ex,Y,SBrkr,2031,1,0,2,1,3,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,211,0,0,0,0,,,,0,3,WD,Normal,237000,6
50,C (all),60.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,698,GasA,TA,Y,FuseA,1128,0,0,1,0,2,1,TA,Typ,0,,Detchd,RFn,2,TA,TA,Y,30,0,164,0,0,0,,,,0,4,COD,Abnorml,68400,90
20,RL,67.0,9808,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1573,GasA,Ex,Y,SBrkr,1573,1,0,2,0,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,0,72,0,0,0,0,,,,0,3,WD,Normal,227000,7
20,RL,50.0,8049,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,1309,GasA,TA,Y,SBrkr,1339,1,0,2,0,2,1,TA,Typ,1,TA,Attchd,Fin,2,Gd,Gd,Y,0,58,0,0,90,0,,,,0,7,WD,Normal,180000,16
20,RL,61.0,8800,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,2008,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,Rec,1040,GasA,TA,Y,SBrkr,1040,0,0,2,0,3,1,Gd,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,288,0,,,,0,9,WD,Normal,150500,32
90,RL,94.0,9400,Pave,,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,Mansard,CompShg,MetalSd,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,Av,Unf,Unf,912,GasA,TA,Y,SBrkr,1824,0,0,2,2,4,2,TA,Typ,0,,,,0,,,Y,128,0,0,0,0,0,,,,0,4,WD,Normal,139000,39
50,RL,50.0,9638,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1990,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,804,GasA,Ex,Y,SBrkr,2447,0,0,2,0,4,1,Gd,Min2,1,Gd,Detchd,Unf,1,TA,TA,Y,272,0,42,0,116,0,,,,0,3,WD,Normal,169000,91
50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,CBlock,TA,TA,No,Unf,Unf,780,GasA,Ex,Y,FuseF,1412,0,0,1,0,4,1,TA,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,45,0,0,0,0,0,,,,0,5,WD,Normal,132500,70
20,RL,,9790,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,1328,GasA,TA,Y,SBrkr,1328,1,0,1,1,3,1,TA,Typ,2,Gd,Attchd,Unf,2,TA,TA,Y,0,26,0,0,0,0,,,,0,6,WD,Normal,143000,47
20,RL,,36500,Pave,,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,Unf,1624,GasA,Fa,Y,SBrkr,1582,0,1,2,0,4,1,TA,Typ,0,,Attchd,Unf,2,TA,TA,N,168,198,0,0,0,0,,,,0,6,WD,Normal,190000,42
120,RL,40.0,5664,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1501,GasA,Ex,Y,SBrkr,1659,1,0,2,0,2,1,Ex,Typ,1,Ex,Attchd,Fin,2,TA,TA,Y,212,59,0,0,0,0,,,,0,10,WD,Normal,278000,9
